Dates,CO1 Comdty,QS1 Comdty,HO1 Comdty,NG1 Comdty,CL1 Comdty,HG1 Comdty,GC1 Comdty,PA1 Comdty,PL1 Comdty,SI1 Comdty,LX1 Comdty,LN1 Comdty,QC1 Comdty,KC1 Comdty,C 1 Comdty,CT1 Comdty,W 1 Comdty,BO1 Comdty,O 1 Comdty,SB1 Comdty,S 1 Comdty,LB1 Comdty,CF1 Index,Z 1 Index,IB1 Index,PT1 Index,ES1 Index,GX1 Index,SM1 Comdty,NQ1 Index,NK1 Index,DM1 Index,OI1 Index,TP1 Index,QC1 Index,FA1 Index,NZ1 Index,KM1 Index,XP1 Index
01/02/2001,34.26,263.59,94.68,5696.409,66.28,107.12,458.74,1342.22,645.51,8.132,1926.35,6734.85,681,847.96,1746.8125,295.47,5002.5625,26.73,90.8125,16.98,260.5,197.5,3712.5,4621.4,5119.9,476.36,1342.22,8917.12,34.79,2846.16,10059,#N/A N/A,331.04,862.2,#N/A N/A,#N/A N/A,2269.02,71.55,2833.9
01/03/2001,35.31,257.08,94.76,5583.493,68.16,107.84,457.39,1369.8,656.64,8.034,1927.77,6201.44,672,848.63,1767.9375,298.45,5129.3125,26.86,91.8125,17.08,261.6875,206,3621.5,4516.5,5198.4,494.92,1403.67,9126.68,34.72,3321.5,10059,#N/A N/A,331.04,862.2,#N/A N/A,#N/A N/A,2301.96,71.61,2803.8
01/04/2001,35.53,259.91,94.77,6061.554,68.83,107.05,455.54,1360.93,664.59,8.105,1931.54,6417.79,677,847.29,1767.9375,291.84,5147.4375,26.64,91.8125,17.28,258.4375,198.6,3724.2,4641.5,5411.2,495.1,1392.31,9050.73,34.53,3264.38,9978,#N/A N/A,346.16,856.5,#N/A N/A,#N/A N/A,2344.32,76.79,2866.6
01/05/2001,35.29,264.72,94.6,6278.588,67.88,108.83,456.55,1366.47,656.96,8.14,1923.52,6450.7,714,860.67,1737.1875,290.91,5124.75,26.86,90,17.14,256.75,195.6,3675.2,4616.2,5401.4,482.82,1347.13,9037.37,34.08,3011.61,10095,#N/A N/A,346.16,866.6,#N/A N/A,#N/A N/A,2378.77,81.14,2845.1
01/08/2001,34.07,255.95,90.99,6612.204,66.26,109.36,456.55,1421.35,667.35,8.123,1956.05,6565.35,723,853.98,1735.25,294.88,5124.75,26.98,90,17.48,257.6875,195,3675.2,4605.1,5416.6,481.53,1352.29,9037.37,34.1,3052.97,10095,#N/A N/A,346.16,866.6,#N/A N/A,#N/A N/A,2334.2,81.09,2819.3
01/09/2001,34.6,245.77,89.67,6723.654,66.73,108.9,455.71,1433.55,668.94,8.123,1944.26,6620.19,721,853.31,1748.6875,293.12,5161,26.97,91.25,17.46,259.625,189.6,3625.6,4539.6,5408.1,473.59,1352.29,9043.7,34.68,3054.29,9920,#N/A N/A,345.94,851.5,#N/A N/A,#N/A N/A,2347.69,81.92,2815.9
01/10/2001,35.47,253.69,93.77,6309.383,70.51,109.03,450.83,1486.76,675.41,8.096,1944.73,6754.79,714,847.29,1764.0625,295.42,5233.4375,27,91.0625,17.23,256.75,185.7,3616.1,4528.4,5409.8,478.21,1370.36,8999.4,34.46,3205.29,9803,#N/A N/A,345.94,843,#N/A N/A,#N/A N/A,2301.96,77.95,2804.7
01/11/2001,35.87,256.8,93.01,6030.025,70.53,109.62,449.48,1448.58,665.76,8.128,1944.73,6754.79,735,850.64,1710.25,298.01,5247,26.61,89.8125,17.27,250.1875,187.2,3645.4,4564.5,5472.8,480.98,1378.11,9180.83,33.58,3299.18,9679,#N/A N/A,343.75,828.9,#N/A N/A,#N/A N/A,2284.11,78.17,2803.8
01/12/2001,36.15,253.97,93.38,5907.577,71.88,111.08,449.31,1456.27,671.17,8.238,1986.01,7121.95,766,869.36,1685.3125,299.24,5233.4375,26.62,89.1875,16.87,249.125,184.6,3733.1,4603.6,5587,481.26,1373.72,9204.04,33.36,3335.29,9766,#N/A N/A,343.75,835.3,#N/A N/A,#N/A N/A,2295.48,81.26,2813.3
01/15/2001,36.82,255.11,93.38,5907.577,71.88,111.08,449.31,1456.27,671.17,8.238,1981.32,6986.15,800,869.36,1685.3125,299.24,5233.4375,26.62,89.1875,16.87,249.125,184.6,3729.6,4598.4,5578.5,481.26,1375.01,9250.45,33.36,3335.29,9861,#N/A N/A,342.33,839,#N/A N/A,#N/A N/A,2296.37,83.57,2807.3
01/16/2001,36.15,256.25,92.85,5695.676,71.23,108.63,448.14,1425.16,667.45,8.335,1965.84,6835.26,803,901.46,1662.25,298.45,5165.5,26.26,84.5625,17.11,246.5625,205.2,3683.8,4540.3,5485.5,478.67,1379.14,9227.95,33.25,3303.12,9935,#N/A N/A,338.05,852.1,#N/A N/A,#N/A N/A,2308.8,83.52,2809.9
01/17/2001,35.19,246,90.38,4878.865,69.48,109.23,447.8,1384.9,660.99,8.393,1958.81,7061.59,830,938.91,1671.875,296.3,5115.6875,26.32,85.8125,16.88,244.125,206.8,3770.6,4606.5,5637.3,489.29,1385.59,9405.17,32.67,3389.78,10015,#N/A N/A,338.05,862.5,#N/A N/A,#N/A N/A,2326.91,83.41,2827.1
01/18/2001,36.2,248.56,92.73,5058.505,71.66,113.72,449.65,1427.45,644.13,8.539,1966.31,7041.47,888,892.77,1675.6875,296.2,5151.9375,26.14,85.8125,16.62,244.5,211.4,3751.9,4635.2,5675.4,491.13,1400.31,9410.09,32.8,3538.17,10139,#N/A N/A,338.05,878.7,#N/A N/A,#N/A N/A,2333.13,84.29,2855.4
01/19/2001,37.89,255.11,96.99,5185.353,75.46,111.87,449.82,1472.49,652.83,8.459,1973.82,6933.84,846,913.5,1652.625,296.84,5170.0625,26.08,85.8125,16.99,243.0625,202.8,3739.2,4635.9,5610.4,504.98,1392.56,9429.78,32.82,3527.66,10278,#N/A N/A,338.05,884.7,#N/A N/A,#N/A N/A,2373.27,87.1,2887.3
01/22/2001,37.06,258.53,96.95,5207.349,74.45,111.87,453.52,1490.09,657.07,8.503,1995.39,6940.88,874,952.95,1654.5625,290.62,5165.5,26.37,85.8125,16.9,246.1875,202.9,3756.6,4656,5649.1,502.58,1402.89,9422.75,33.1,3523.07,10242,#N/A N/A,338.05,882,#N/A N/A,#N/A N/A,2401.06,87.87,2864.9
01/23/2001,37.4,254.82,95.54,4875.199,74.17,112,453.02,1469.02,656.01,8.503,1987.42,6806.09,872,934.23,1644.9375,290.23,5174.5625,26.37,85.1875,16.94,241.8125,202.6,3729,4629.6,5701.5,512.74,1410.64,9486.74,32.39,3604.48,10227,#N/A N/A,338.05,880.4,#N/A N/A,#N/A N/A,2414.29,87.87,2837.4
01/24/2001,36.9,251.69,92.06,4906.728,72.93,110.22,449.31,1451.84,639.89,8.482,1964.43,6870.47,893,936.91,1656.5,299.19,5170.0625,26.28,85,16.92,242.5625,207.8,3764.3,4681,5708.2,514.86,1415.02,9476.19,32.04,3564.43,10110,#N/A N/A,338.05,874.6,#N/A N/A,#N/A N/A,2433.81,87.87,2857.2
01/25/2001,37.15,250.84,93.06,5043.841,73.24,110.48,449.65,1489.81,650.92,8.512,1980.38,6870.47,911,907.48,1641.125,296.69,5052.3125,26.28,84.375,16.83,240.625,212.2,3783.7,4661.6,5720.3,506.27,1409.09,9538.78,31.52,3431.8,10095,#N/A N/A,338.05,873.6,#N/A N/A,#N/A N/A,2426.18,87.87,2867.5
01/26/2001,37.76,257.1,94.26,5007.913,74.12,110.88,446.29,1495.36,648.9,8.539,1986.01,6639.1,932,897.45,1610.375,299.87,5002.5625,26.07,83.375,16.83,237.625,215.5,3782.7,4694,5685.5,505.72,1407.8,9469.87,31.26,3473.82,10044,#N/A N/A,338.05,869.3,#N/A N/A,#N/A N/A,2426.18,81.53,2865.8
01/29/2001,37.18,251.41,90.99,4586.455,72.78,109.89,446.29,1462.82,634.38,8.535,1987.42,6664.25,955,874.71,1600.75,298.4,4875.75,26.12,82.9375,16.41,237.375,220,3760.5,4709.2,5613.2,513.24,1414.77,9540.19,31.15,3552.61,10154,#N/A N/A,338.05,874,#N/A N/A,#N/A N/A,2391.23,82.91,2861.5
01/30/2001,37.48,246,90.45,4625.295,72.78,111.01,451,1469.54,637.77,8.53,1993.52,6820.17,946,859.31,1608.4375,303.59,4898.4375,26.25,82.9375,16.15,238.0625,218.8,3769.6,4713,5656.9,516.34,1427.16,9516.28,31.15,3542.11,10103,#N/A N/A,338.05,872,#N/A N/A,#N/A N/A,2459.08,82.14,2876.1
01/31/2001,37.12,243.15,88.29,4379.858,72.03,111.6,451,1463.95,637.24,8.519,1971,6910.7,919,852.89,1606.5,300.41,4943.6875,26.19,83.1875,16.8,237.25,224.4,3821.6,4681.7,5689.4,507.06,1417.86,9567.62,30.75,3428.52,10132,#N/A N/A,338.05,874.3,#N/A N/A,#N/A N/A,2440.9,86.16,2870.9
02/01/2001,38.78,245.71,90.34,4743.468,74.86,111.8,455.54,1465.08,633.32,8.511,1953.18,6744.73,931,865.09,1621.875,290.96,4893.875,27.02,83.5625,17.49,238.8125,226.7,3762.7,4652.3,5705.1,512.83,1427.68,9500.81,30.49,3450.19,10015,#N/A N/A,338.05,869.3,#N/A N/A,#N/A N/A,2429.19,85.11,2889.8
02/02/2001,40.41,256.25,94.98,4886.434,78.29,111.08,453.19,1467.27,632.89,8.474,1941.92,6815.14,944,845.83,1637.25,292.58,4925.5625,27.13,85,17.11,241.9375,228.1,3716.1,4662,5544.3,506.14,1397.47,9380.55,31.09,3267.67,10051,#N/A N/A,338.05,868.9,#N/A N/A,#N/A N/A,2455.63,84.67,2889
02/05/2001,39.36,257.1,93.69,4462.496,76.95,108.9,449.99,1507.8,640,8.318,1923.16,6759.82,943,840.06,1629.5625,294.49,4877.8125,27.02,84.375,16.88,238.6875,218.1,3716.4,4670.9,5544.6,511.67,1406.51,9374.22,30.29,3257.82,9788,#N/A N/A,338.05,846.7,#N/A N/A,#N/A N/A,2455.45,79.93,2852.9
02/06/2001,39.62,260.8,93.88,4550.094,76.64,109.62,446.62,1498.89,642.44,8.269,1944.73,6784.96,964,834.28,1641.125,294.88,4834.4375,26.93,84.375,16.88,239.6875,211.7,3734.2,4689.1,5597.2,508.03,1400.57,9434.7,30.66,3269.64,9744,#N/A N/A,338.05,846.1,#N/A N/A,#N/A N/A,2472.65,81.03,2870.1
02/07/2001,41.28,263.37,96.27,4922.795,79.81,109.36,445.78,1493.94,639.26,8.19,1925.03,6820.17,948,828.51,1631.5,289.15,4843.125,26.64,83.75,16.67,239.3125,208,3671.4,4638.5,5564.2,498.98,1393.6,9310.93,30.77,3208.58,9766,#N/A N/A,338.05,846.1,#N/A N/A,#N/A N/A,2447.38,80.05,2853.7
02/08/2001,41.51,271.05,98.01,4842.635,80.66,109.49,441.24,1452.77,628.97,8.098,1942.86,6795.02,941,834.28,1614.1875,287.1,4838.75,25.94,82.75,16.71,233.5,211.1,3684.7,4618.4,5635.6,493.67,1378.62,9364.38,30.42,3109.44,9642,#N/A N/A,345.69,843.7,#N/A N/A,#N/A N/A,2482.41,82.57,2862.3
02/09/2001,40.82,269.06,95.64,4907.093,79.19,108.24,440.9,1414.01,629.18,8.084,1919.43,6438.2,938,841.34,1616.125,282.1,4838.75,26.12,82.5625,16.62,235.5625,208.3,3637.8,4583.5,5593.6,487.44,1364.68,9182.24,30.44,2989.94,9876,#N/A N/A,342.29,843.7,#N/A N/A,#N/A N/A,2506.54,83.01,2844.3
02/12/2001,39.92,264.17,94.07,4728.593,77.83,107.91,442.08,1354.02,625.58,8.079,1916.62,6545.24,953,837.49,1616.125,280.34,4756.3125,26.12,82.125,16.67,234.0625,199.5,3685.4,4644.5,5683.3,492.24,1377.07,9270.85,30.2,3022.11,9876,#N/A N/A,336.78,843.7,#N/A N/A,#N/A N/A,2492.35,83.67,2869.2
02/13/2001,40.2,261,93.5,4868.253,77.88,108.83,441.24,1380.13,629.4,8.06,1911.93,6626.8,977,843.27,1614.25,282.64,4778,25.94,82.125,16.59,232.625,202.7,3657.5,4636.3,5654.1,486.93,1369.33,9273.66,29.97,2922.98,9744,#N/A N/A,340.07,843.7,#N/A N/A,#N/A N/A,2477.62,82.9,2876.9
02/14/2001,39.42,264.17,91.37,4531.087,76.23,108.5,439.55,1368.95,628.02,8,1918.49,6478.98,982,843.27,1634.625,288.47,4851.8125,26.05,82.125,16.36,233.125,206.9,3590.3,4586.1,5486,484.74,1362.87,9161.84,29.93,3041.15,9722,#N/A N/A,340.07,843.7,#N/A N/A,#N/A N/A,2483.03,83.95,2876.1
02/15/2001,38.56,253.23,89.3,4590.587,73.96,109.29,432.32,1384.3,630.88,8.007,1926.92,6412.71,975,829.15,1630.9375,280.05,4851.8125,26.01,82.5625,16.47,232.625,202.8,3633.7,4614.5,5545.7,477.83,1376.66,9268.56,30.03,3093.03,9766,#N/A N/A,340.07,843.7,#N/A N/A,#N/A N/A,2518.69,83.89,2854.6
02/16/2001,38.96,255.54,89.65,4568.274,74.71,108.9,437.2,1376.52,636.18,7.956,1915.21,6448.39,1015,806.04,1625.375,281.76,4799.75,26.07,82.5625,16.29,233.9375,204.7,3565.3,4536.6,5535.7,448.98,1348.07,9106.04,30.14,2925.09,9649,#N/A N/A,340.07,843.7,#N/A N/A,#N/A N/A,2465.91,83.45,2856.3
02/19/2001,39.61,259.56,89.65,4568.274,74.71,108.9,437.2,1376.52,636.18,7.956,1914.27,6290.37,1046,806.04,1625.375,281.76,4799.75,26.07,82.5625,16.29,233.9375,204.7,3558.6,4528.5,5554.7,454.74,1348.07,9126.27,30.14,2925.09,9605,#N/A N/A,340.07,843.7,#N/A N/A,#N/A N/A,2466.8,82.57,2832.2
02/20/2001,38.64,258.13,88.73,4350.108,74.21,108.37,433.5,1368.74,640.1,7.832,1912.3,6422.9,1053,841.98,1630.9375,277.11,4830.125,26.3,83.125,15.73,234.4375,200.7,3536.5,4449.9,5446.3,438.65,1327.13,9087.91,30.27,2797.34,9671,#N/A N/A,340.07,843.7,#N/A N/A,#N/A N/A,2463.52,84.61,2850.3
02/21/2001,38.37,252.95,87.7,4255.899,73.3,105.95,436.53,1319.44,640.32,7.811,1904.43,6361.73,1059,836.85,1616.125,275.49,4765,26.93,83.125,16.05,235.5625,196.8,3488.3,4444.8,5392.2,432.93,1297,8950.5,30.27,2720.18,9635,#N/A N/A,340.07,843.7,#N/A N/A,#N/A N/A,2436.64,82.19,2847.7
02/22/2001,38.56,251.51,87.39,4265.816,74.19,105.88,437.2,1262.99,634.7,7.823,1903.03,6249.59,1058,834.92,1612.4375,272.56,4695.5625,26.63,81,15.75,234.3125,194.5,3456,4463.2,5295.6,439.24,1298.02,8829.83,30.01,2694.89,9569,#N/A N/A,340.07,833.6,#N/A N/A,#N/A N/A,2410.92,80.81,2840.8
02/23/2001,38.7,256.11,87.7,4274.906,74.97,105.09,441.07,1209.58,634.48,7.848,1905.37,6300.56,1053,858.67,1606.875,271.19,4704.25,26.44,81,15.68,230.6875,193.5,3390.1,4416.7,5239.2,429.59,1287.3,8545.94,29.54,2701.38,9722,#N/A N/A,340.07,837,#N/A N/A,#N/A N/A,2339.17,80.59,2828.8
02/26/2001,38.16,253.81,87.11,4212.101,73.61,106.6,448.59,1210.93,640.7,7.874,1921.3,6478.98,1023,841.34,1606.875,261.49,4678.1875,26.44,80.8125,15.61,230.3125,195.3,3442.4,4400.9,5316.3,437.96,1314.36,8704.28,29.22,2756.49,9686,#N/A N/A,340.07,851.1,#N/A N/A,#N/A N/A,2338.72,81.14,2835.7
02/27/2001,38.04,248.92,87.11,4361.769,73.3,106.21,451.26,1209.58,653.12,7.827,1913.8,6473.88,1026,850.97,1617.9375,260.03,4673.875,26.86,80.625,15.05,232.25,196.7,3452.5,4399.4,5371.5,432.98,1304.41,8722.41,29.31,2585.95,9525,#N/A N/A,340.07,850.1,#N/A N/A,#N/A N/A,2314.6,79.22,2830.5
02/28/2001,37.47,250.36,85.46,4345.322,71.66,107.06,450.76,1191.19,650.01,7.918,1931.61,6529.95,1052,845.83,1647.5625,260.66,4804.0625,27.88,81.1875,15.68,234.6875,202.2,3402.8,4389.8,5366,437.73,1281.68,8729.39,29.09,2512.68,9407,#N/A N/A,342.43,832.9,#N/A N/A,#N/A N/A,2406.86,79.17,2864.9
03/01/2001,37.85,248.05,86.48,4309.139,72.13,108.11,448.25,1131.14,635.66,7.778,1940.51,6565.63,1036,831.71,1658.6875,263.5,4812.75,28.35,81.5625,15.94,236.875,205.1,3394.2,4390.9,5321.3,440.11,1283.22,8582.91,29.41,2573.63,9283,#N/A N/A,342.43,824.8,#N/A N/A,#N/A N/A,2428.75,79.17,2873.4
03/02/2001,38.01,253.81,87.55,4373.282,72.73,108.63,442.91,1083.67,615.85,7.818,1935.36,6489.17,1018,845.19,1649.4375,267.32,4864.8125,28.03,81.5625,15.89,235.8125,210.7,3358.9,4350,5372.1,432.11,1274.54,8691.02,29.41,2464.7,8931,#N/A N/A,333.3,805.6,#N/A N/A,#N/A N/A,2336.58,77.41,2871.7
03/05/2001,38.88,259.28,89.36,4434.959,74.5,109.95,443.41,1096.41,611.35,7.813,1941.92,6412.71,1024,845.83,1647.5625,267.03,4925.5625,28.09,81.1875,16.22,236.875,203.4,3408.8,4404.9,5432.4,436.68,1283.47,8702.18,29.48,2510.74,8997,#N/A N/A,336.52,800.2,#N/A N/A,#N/A N/A,2261.51,78.34,2874.3
03/06/2001,38.77,252.95,88.33,4420.157,73.93,111.32,439.06,1092.37,616.39,7.795,1943.79,6371.93,972,863.16,1653.125,269.13,4903.875,28.19,84.25,16.26,240.5,205.5,3471,4470.6,5555.8,443.45,1297.26,8854.24,29.84,2607.35,9327,#N/A N/A,343.18,825.5,#N/A N/A,#N/A N/A,2261.51,78.67,2874.3
03/07/2001,39.86,255.54,90.01,4447.294,75.98,110.21,441.24,1127.03,626.99,7.83,1922.24,6280.17,979,871.5,1630.9375,268.4,4860.5,28.23,83.125,15.87,238.4375,211.3,3480.1,4464,5559.7,447.79,1305.68,8876.56,29.73,2611.89,9290,#N/A N/A,348.01,831.6,#N/A N/A,#N/A N/A,2290.94,78.4,2888.8
03/08/2001,39.25,258.41,88.66,4395.486,74.58,108.44,447.42,1162.19,635.23,7.909,1909.59,6132.34,964,855.46,1630.9375,266.83,4860.5,28.79,83.875,15.72,237.375,213.5,3452.6,4460.6,5490.5,442.81,1306.71,8792.86,29.31,2560.67,9246,#N/A N/A,346.4,832.2,#N/A N/A,#N/A N/A,2282.52,79.06,2874.3
03/09/2001,38.67,254.1,88.29,4222.791,73.69,109.23,456.27,1149.24,629.99,7.93,1914.25,6306.97,983,820.8,1627.25,257.77,4851.8125,28.67,84.0625,15.7,237.875,213.8,3400.9,4394.6,5465.6,437,1270.45,8725.2,29.61,2382.99,9254,#N/A N/A,344.04,834.3,#N/A N/A,#N/A N/A,2231.56,77.3,2881.1
03/12/2001,38.49,250.93,88.38,4275.422,73.64,108.7,457.94,1106.59,621.53,7.786,1900.25,6337.78,971,825.3,1638.3125,253.42,4955.9375,28.63,84.4375,15.48,237.375,217.2,3327,4317.1,5312.1,427.17,1216.83,8482.47,29.56,2222.18,8902,#N/A N/A,336.52,810.6,#N/A N/A,#N/A N/A,2140.19,74.11,2862.3
03/13/2001,37.83,247.19,87.91,4168.516,72.52,107.52,450.26,1116.21,618.85,7.804,1892.32,6337.78,978,811.18,1632.75,255.91,4955.9375,28.82,84.25,15.36,235.1875,218.1,3294.8,4253.7,5341.4,428.31,1235.22,8372.26,28.99,2342.79,8631,#N/A N/A,329.22,783.6,#N/A N/A,#N/A N/A,1940.87,72.35,2816.2
03/14/2001,36.3,246.33,84.27,4078.057,69.37,106.67,442.57,1131.77,621.21,7.818,1887.65,6240.2,967,808.61,1612.4375,257.73,4925.5625,28.44,83.3125,15.33,228.625,213.6,3249.6,4181.7,5260.7,419.26,1205.86,8120.46,28.15,2303.24,8594,#N/A N/A,318.91,776.6,#N/A N/A,#N/A N/A,2082.23,74.05,2806.8
03/15/2001,36.43,240.57,84.73,4078.879,69.89,106.34,438.23,1133.19,616.71,7.634,1889.51,6204.25,942,782.94,1560.5625,245.19,4752,28.24,80.8125,15.59,229.375,211.8,3280.6,4212.4,5310.7,420.63,1209.94,8206.25,28.52,2224.13,8909,#N/A N/A,321.38,803.2,#N/A N/A,#N/A N/A,2099.77,74.38,2794.9
03/16/2001,36.48,245.18,84.71,4162.759,70.15,103.91,435.05,1146.63,616.17,7.567,1896.42,6101.53,948,782.94,1536.5,243.43,4695.5625,28.3,80.8125,15.38,228.125,230.5,3240.5,4131.9,5185.6,413.77,1186.45,8049.31,28.22,2169.66,8961,#N/A N/A,317.41,805.6,#N/A N/A,#N/A N/A,2080.72,73.45,2795.7
03/19/2001,36.32,238.27,82.05,4181.674,68.95,104.7,437.73,1143.09,612.75,7.576,1905.85,6240.2,944,790,1547.625,246.52,4665.1875,28.51,82.125,15.2,228.375,240.1,3207.6,4132.7,5175.8,422.92,1205.6,7947.47,28.19,2277.95,8792,#N/A N/A,313.11,796.8,#N/A N/A,#N/A N/A,2109.26,73.56,2768.4
03/20/2001,35.95,239.13,81.99,4392.196,68.06,105.09,439.06,1127.53,608.57,7.634,1884.85,6276.15,930,791.93,1566.125,243.48,4699.9375,28.37,83.125,15.14,230.0625,246.4,3258.8,4185.8,5158.5,417.66,1177,8100.93,28.6,2122.97,8792,#N/A N/A,316.98,796.8,#N/A N/A,#N/A N/A,2078.33,73.06,2790.6
03/21/2001,36.57,239.71,84.83,4184.141,69.84,103.98,441.24,1110.55,616.28,7.625,1883.45,6409.68,892,784.87,1556.875,237.75,4626.125,28.35,81,15.35,228.25,240.3,3188.7,4117.9,4975.1,413.27,1156.07,7881.91,28.34,2121.68,9525,#N/A N/A,316.98,864,#N/A N/A,#N/A N/A,2115.28,73.34,2778.6
03/22/2001,35.98,239.42,84.66,4327.23,69.45,102.86,439.9,1099.23,605.14,7.637,1884.38,6404.55,957,772.67,1519.875,230.75,4508.9375,27.95,79.125,15.01,223.625,233.5,3062.1,3940.1,4765.7,413.18,1143.3,7540.13,28.02,2230.61,9290,#N/A N/A,316.98,835.6,#N/A N/A,#N/A N/A,2087.81,72.29,2748.8
03/23/2001,36.87,244.6,88.54,4383.151,71.19,103.12,440.4,1103.48,598.93,7.651,1882.98,6306.97,979,771.39,1532.8125,235.26,4552.375,27.49,79.5,14.92,224.75,230.8,3135,4013.9,4937.8,412.81,1178.03,7775.88,28.19,2248.77,9679,#N/A N/A,316.98,866,#N/A N/A,#N/A N/A,2066.19,74,2705.2
03/26/2001,36.83,246.04,88.62,4420.157,71.58,102.93,441.07,1094.99,604.61,7.681,1870.84,6050.17,1002,793.85,1553.1875,240.01,4634.8125,27.74,81,15.16,227.625,227.4,3253.7,4142.6,5064.8,415.1,1191.81,8054.19,28.81,2202.73,10081,#N/A N/A,316.98,900.4,#N/A N/A,#N/A N/A,2064.06,74.55,2727.4
03/27/2001,37.58,250.64,90.68,4655.35,72.38,103.91,439.4,1090.75,607.93,7.778,1870.38,6193.97,999,783.58,1562.4375,232.96,4634.8125,28.39,81.1875,15.11,229.25,223.3,3309.6,4244.1,5186.3,417.93,1215.3,8273.91,28.92,2274.06,9935,#N/A N/A,316.98,891,#N/A N/A,#N/A N/A,2077.35,72.84,2742.8
03/28/2001,36.76,247.48,85.73,4496.172,68.87,101.42,436.89,1073.35,601.82,7.672,1864.31,6091.26,992,784.87,1549.5,232.81,4587.0625,28.26,81.1875,15.18,227.5,227,3259.1,4177.7,5116.4,401.11,1184.15,8114.88,28.68,2087.96,10052,#N/A N/A,316.98,899.1,#N/A N/A,#N/A N/A,2122.92,72.62,2737.7
03/29/2001,35.73,241.72,86.7,4348.422,68.85,101.75,435.05,1044.06,585.76,7.602,1864.31,6096.39,999,792.57,1534.6875,223.66,4600.125,28.14,81.5625,14.9,224.75,237,3269.5,4155.5,5148.7,399.64,1186.2,8216.71,28.37,2049.05,9561,#N/A N/A,309.99,863.3,#N/A N/A,#N/A N/A,2094.75,71.8,2739.4
03/30/2001,35.99,239.71,86.64,4140.266,69.08,100.24,433.05,1052.55,579.34,7.532,1848.44,5983.4,1033,776.54,1505.0625,220.72,4426.5,28.02,81.1875,13.74,220.625,230.5,3267.3,4162.9,5172.4,408.79,1194.11,8126.73,27.55,2062.02,9510,#N/A N/A,309.99,859.2,#N/A N/A,#N/A N/A,2032.58,71.74,2719.7
04/02/2001,35.17,234.82,83.39,4198.223,67.26,99.78,428.71,1026.16,575.91,7.567,1824.63,6168.29,1022,767.92,1542.0625,218.96,4495.9375,27.86,82.5625,14.46,222.8125,230.5,3297.5,4155.5,5214.1,407.51,1174.71,7992.11,28.28,1967.35,9613,#N/A N/A,309.99,862.3,#N/A N/A,#N/A N/A,1988.78,70.7,2768.4
04/03/2001,35.89,235.68,85.65,4212.1,68.61,100.5,430.88,986.98,594.22,7.563,1829.77,6142.61,1007,759.29,1549.5,222.19,4543.6875,27.56,83.3125,14.46,221.5625,235.5,3163.5,4052.2,5042.8,399,1132.07,7743.1,28.11,1822.1,9693,#N/A N/A,309.99,875.8,#N/A N/A,#N/A N/A,1980.47,69.05,2759.9
04/04/2001,37.15,245.75,88.63,4266.792,70.9,100.5,433.38,985.56,599.68,7.61,1840.04,6214.52,985,765.45,1568,226.1,4604.4375,27.47,84.25,14.37,225.125,235.6,3216.8,4105,5117.8,397.45,1136.15,7819.83,28.79,1789.03,9686,#N/A N/A,309.99,879.5,#N/A N/A,#N/A N/A,1952.13,68.12,2753
04/05/2001,37.32,251.79,89.34,4465.152,71.47,100.83,432.88,969.08,592.19,7.635,1849.37,6342.92,986,762.37,1571.6875,225.03,4608.625,27.38,83.875,14.22,225.3125,242.7,3277.8,4174.4,5221.7,407.05,1179.56,8077.91,28.9,1964.11,9847,#N/A N/A,309.99,889.6,#N/A N/A,#N/A N/A,1952.13,68.12,2767.5
04/06/2001,36.99,246.33,88.61,4441.48,71.19,98.47,435.89,979.76,593.79,7.603,1833.53,6346.56,992,750.04,1556.875,229.48,4558.5625,27.33,83.6875,14.37,224.5,240.8,3248.6,4150,5214.1,400.47,1164.49,7959.33,28.83,1906.4,9759,#N/A N/A,309.99,882.9,#N/A N/A,#N/A N/A,1980.12,69.16,2779.5
04/09/2001,37.31,250.07,89.55,4519.028,71.73,99.71,433.05,972.33,597.65,7.568,1832.6,6509.29,961,744.5,1560.5625,228.58,4533.5625,27.24,82.5625,14.49,227.1875,244.9,3285.4,4207.9,5279.9,403.3,1174.71,8086.98,29.14,1945.3,9385,#N/A N/A,317.98,859.6,#N/A N/A,#N/A N/A,1969.35,68.17,2760.7
04/10/2001,39.17,263.59,94.86,4580.25,74.57,100.96,431.38,959.18,599.57,7.586,1829.81,6571.68,957,742.65,1547.625,229.48,4479.3125,26.65,83.3125,14.77,222.8125,254.9,3371.8,4299.4,5367.6,414.37,1196.92,8231.36,28.96,2089.25,9290,#N/A N/A,323.53,853.5,#N/A N/A,#N/A N/A,1925.19,66.85,2769.3
04/11/2001,38.94,265.92,95.2,4440.663,74.07,100.43,433.72,945.03,614.03,7.657,1833.53,6519.69,961,742.03,1558.75,225.92,4550.1875,26.98,83.875,14.53,225.125,264.9,3401.6,4303.1,5377.4,413.36,1198.2,8311.58,29.01,2150.21,9613,#N/A N/A,328.08,868.3,#N/A N/A,#N/A N/A,1877.86,68.99,2800.9
04/12/2001,39.53,268.83,94.73,4439.031,74.33,100.63,435.89,930.67,618.21,7.666,1846.58,6628.87,967,745.11,1568,224.44,4646.125,26.91,84.25,14.74,224.125,262.8,3403.5,4275.8,5392.1,420.13,1217.6,8418.99,28.99,2243.58,9774,#N/A N/A,328.08,874.4,#N/A N/A,#N/A N/A,1829.9,70.59,2821.3
